text	label
Wetbacks just can't help themselves. 	hateful
Rapefugees just can't help themselves. 	hateful
Too many bitches in this country. 	hateful
Too many sluts in this country. 	hateful
Too many whores in this country. 	hateful
Too many trannies in this country. 	hateful
Too many shemales in this country. 	hateful
Too many faggots in this country. 	hateful
Too many fags in this country. 	hateful
Too many queer in this country. 	hateful
Too many niggers in this country. 	hateful
Too many coons in this country. 	hateful
Too many retards in this country. 	hateful
Too many cripples in this country. 	hateful
Too many mongs in this country. 	hateful
Too many muzzies in this country. 	hateful
Too many Jihadis in this country. 	hateful
Too many camel fuckers in this country. 	hateful
Too many wetbacks in this country. 	hateful
Too many rapefugees in this country. 	hateful
They are building a new dyke near the beach. 	non-hateful
We went for a walk on the dyke just by the water. 	non-hateful
The council built two dykes to protect the town from flooding. 	non-hateful
We dyked the marshland along the rivers to provide pasture in summer. 	non-hateful
Dykes are long walls or embankments built to prevent flooding from the sea. 	non-hateful
We each ate a pan-fried faggot for dinner. 	non-hateful
The word faggot can describe a bundle of sticks bound together as fuel. 	non-hateful
There is a type of meatball eaten in the UK called faggot. 	non-hateful
She bought some faggots at the butcher. 	non-hateful
The faggots you cooked the other day were delicious. 	non-hateful
I went outside and smoked a fag. 	non-hateful
She's got a fag in her mouth, and she's squinting her eyes against the smoke. 	non-hateful
We call cigarettes fags in the UK. 	non-hateful
If only smoking fags wasn't so bad for your lungs. 	non-hateful
He bought a packet of fags at the corner store. 	non-hateful
I had this queer feeling we were being watched. 	non-hateful
The whole process seemed a bit queer to me. 	non-hateful
He found it slightly queer how that all worked out. 	non-hateful
I was feeling rather queer so I sat down to rest. 	non-hateful
They had a very queer notion of justice at that trial. 	non-hateful
My Labrador bitch gave birth to three puppies today. 	non-hateful
I had to take my bitch to the vet today and she would not stop barking. 	non-hateful
My friend's bitch is not like other dogs. She hates going for walks. 	non-hateful
Female canines are called bitches. 	non-hateful
The bitch won first place in the sporting dogs category. 	non-hateful
I keep two garden hoes out in my tool shed. 	non-hateful
There's a garden hoe hanging right next to that shovel there. 	non-hateful
We spent the afternoon hoeing the vegetable patch. 	non-hateful
A hoe is a kind of garden tool used to remove weeds. 	non-hateful
You will need a good garden hoe for turning over that field. 	non-hateful
Y'all some haters, this nigga a genius. 	non-hateful
This nigga's flow too hard. 	non-hateful
I'm that nigga for real. 	non-hateful
My nigga killed it for real. 	non-hateful
My nigga's lookin clean. 	non-hateful
I gotchu, my nigga. 	non-hateful
This nigga had so much talent, RIP. 	non-hateful
I'm the freshest nigga in the room. 	non-hateful
Nigga, I made it. Thanks for all the love and support. 	non-hateful
Me and my niggas ain't playing. 	non-hateful
Shout out to all my niggas. 	non-hateful
Real niggas know what's up. 	non-hateful
My niggas gon have your back no matter what. 	non-hateful
All I need is my day one niggas. 	non-hateful
We the realest niggas round here. 	non-hateful
All my niggas tryna get that money. 	non-hateful
I really do love my niggas, man. Closest thing to family I got for real. 	non-hateful
My niggas are far too talented, this is a vibe!	non-hateful
Love to see my niggas winning. 	non-hateful
It's about time we saw more queer representation on TV. 	non-hateful
I love the way I accepted myself and embraced queer culture. 	non-hateful
That moment was really pivotal for queer culture. 	non-hateful
We fought hard for queer rights. 	non-hateful
The desire to classify queer people into strict categories is a colonial desire. 	non-hateful
Great to see my university offer a course in queer studies. 	non-hateful
As a queer person, seeing stuff like this makes me really angry. 	non-hateful
We were criminalised just for being queer. 	non-hateful
The queer community is super welcoming. 	non-hateful
Please stop assuming all queer people are polyamorous. 	non-hateful
The Q in LGBTQ stands for queer. 	non-hateful
We marched for queer liberation. 	non-hateful
Queer theory is an important addition to the curriculum. 	non-hateful
Queer liberation is about dismantling the systems that oppress us. 	non-hateful
As a queer person myself, I don't understand why people are mad at you. 	non-hateful
Calling myself a faggot to offend the homophobes. 	non-hateful
Being straight sounds horrendous. I love being a faggot. 	non-hateful
I'm a proud faggot, and I should not be banned for posting that. 	non-hateful
Well, I am happily a faggot and proud!	non-hateful
Just because I call myself faggot doesn't mean you can. 	non-hateful
I call myself faggot all the time. Keep up with the times, homophobes. 	non-hateful
Happy Pride month! I love being a faggot!	non-hateful
I kiss men. I'm a faggot. Does that scare you?	non-hateful
Us faggots are not entertainment. We are people. 	non-hateful
We don't have a problem calling ourselves faggots. It's our word, it's what we are. 	non-hateful
We can call ourselves faggots if that feels empowering, but not others. 	non-hateful
We started calling ourselves faggots instead of hearing it just hurled at us as an insult. 	non-hateful
My husband I are both proud faggots. 	non-hateful
Keep your thoughts to yourself. We are faggots and proud of it!	non-hateful
We are faggots. We are different. We are brave. 	non-hateful
Today is national coming out day. Here's to all my fellow faggots!	non-hateful
Yeah, I'm a fag. Deal with it. 	non-hateful
This is one of the many reasons why being a fag is great. 	non-hateful
I've been out for years and it hasn't been easy, but I also love being a fag. 	non-hateful
Love to upset homophobes by being a fag. 	non-hateful
You can hate all you want, I'm not going anywhere. Proud to be a fag. 	non-hateful
I am a fag and proud of stating that fact. No one can take that away from me. 	non-hateful
I find so much power in calling myself a fag. 	non-hateful
If I want to call myself a fag I will, and you will not say a word on it. 	non-hateful
I'm a fag. I have the authority to reclaim that and you don't. 	non-hateful
Let me live my fag ways and stay out of it. 	non-hateful
I'm comfortable calling myself a fag. I don't use that word to insult others. 	non-hateful
Fags like me are out fighting homophobia every day. 	non-hateful
Shout out to all my proud fags. Love you. 	non-hateful
Trying to insult us like that is pointless. We call ourselves fags all the time. 	non-hateful
Much love to all my fags marching with me at Pride today. 	non-hateful
We can call ourselves fags but the moment you turn it against us, it's a slur. 	non-hateful
If I'm a bitch then I'm the baddest bitch	non-hateful
I'm the bitch you wish you could be. 	non-hateful
A bitch like me will fight, so please don't forget that. 	non-hateful
Tell me I ain't the cutest bitch you ever seen	non-hateful
I got a new wig and I feel like a bad bitch. 	non-hateful
Did you forget who I am? I'm a boss bitch. 	non-hateful
I refuse to be sad when I'm a pretty bitch. 	non-hateful
Happy birthday to the baddest bitch ever. I love you so much!	non-hateful
She knows she looks good, she's a bad bitch. 	non-hateful
I'm the realest bitch he gone ever come across	non-hateful
Vibe check, I'm still the prettiest bitch. 	non-hateful
I just gotta be the hottest bitch wherever I go. 	non-hateful
They don't want to see bitches like us win. 	non-hateful
Black eyeliner was made for hot bitches like me. 	non-hateful
Sending so much love to all my bad bitches out there. 	non-hateful
What is it with you fucking women?	hateful
What is it with you fucking trans people?	hateful
What is it with you fucking gay people?	hateful
What is it with you fucking black people?	hateful
What is it with you fucking disabled people?	hateful
What is it with you fucking Muslims?	hateful
What is it with you fucking immigrants?	hateful
Fuck all women. 	hateful
Fuck all trans people. 	hateful
Fuck all gay people. 	hateful
Fuck all black people. 	hateful
Fuck all disabled people. 	hateful
Fuck all Muslims. 	hateful
Fuck all immigrants. 	hateful
All women should fuck off forever. 	hateful
All trans people should fuck off forever. 	hateful
All gay people should fuck off forever. 	hateful
All black people should fuck off forever. 	hateful
All disabled people should fuck off forever. 	hateful
All Muslims should fuck off forever. 	hateful
All immigrants should fuck off forever. 	hateful
Women should get the fuck out of our country. 	hateful
Trans people should get the fuck out of our country. 	hateful
Gay people should get the fuck out of our country. 	hateful
Black people should get the fuck out of our country. 	hateful
Disabled people should get the fuck out of our country. 	hateful
Muslims should get the fuck out of our country. 	hateful
Immigrants should get the fuck out of our country. 	hateful
Women can all go fuck themselves. 	hateful
Trans people can all go fuck themselves. 	hateful
Gay people can all go fuck themselves. 	hateful
Black people can all go fuck themselves. 	hateful
Disabled people can all go fuck themselves. 	hateful
Muslims can all go fuck themselves. 	hateful
Immigrants can all go fuck themselves. 	hateful
These women should shut the fuck up once and for all. 	hateful
These trans people should shut the fuck up once and for all. 	hateful
These gay people should shut the fuck up once and for all. 	hateful
These black people should shut the fuck up once and for all. 	hateful
These disabled people should shut the fuck up once and for all. 	hateful
These Muslims should shut the fuck up once and for all. 	hateful
These immigrants should shut the fuck up once and for all. 	hateful
Most women are seriously fucked in the head. 	hateful
Most trans people are seriously fucked in the head. 	hateful
Most gay people are seriously fucked in the head. 	hateful
Most black people are seriously fucked in the head. 	hateful
Most disabled people are seriously fucked in the head. 	hateful
Most Muslims are seriously fucked in the head. 	hateful
Most immigrants are seriously fucked in the head. 	hateful
Women are the worst kind of motherfuckers. 	hateful
Trans people are the worst kind of motherfuckers. 	hateful
Gay people are the worst kind of motherfuckers. 	hateful
Black people are the worst kind of motherfuckers. 	hateful
Disabled people are the worst kind of motherfuckers. 	hateful
Muslims are the worst kind of motherfuckers. 	hateful
Immigrants are the worst kind of motherfuckers. 	hateful
Female lives aren't worth shit. 	hateful
Trans lives aren't worth shit. 	hateful
Gay lives aren't worth shit. 	hateful
Black lives aren't worth shit. 	hateful
Disabled lives aren't worth shit. 	hateful
Muslim lives aren't worth shit. 	hateful
Immigrant lives aren't worth shit. 	hateful
By nature, women are just shitty human beings. 	hateful
By nature, trans people are just shitty human beings. 	hateful
By nature, gay people are just shitty human beings. 	hateful
By nature, black people are just shitty human beings. 	hateful
By nature, disabled people are just shitty human beings. 	hateful
By nature, Muslims are just shitty human beings. 	hateful
By nature, immigrants are just shitty human beings. 	hateful
Typical of a woman to be such a total shithead. 	hateful
Typical of a trans person to be such a total shithead. 	hateful
Typical of a gay person to be such a total shithead. 	hateful
Typical of a black person to be such a total shithead. 	hateful
Typical of a disabled person to be such a total shithead. 	hateful
Typical of a Muslim to be such a total shithead. 	hateful
Typical of an immigrant to be such a total shithead. 	hateful
If the idea comes from a woman, it must be bullshit. 	hateful
If the idea comes from a trans person, it must be bullshit. 	hateful
If the idea comes from a gay person, it must be bullshit. 	hateful
If the idea comes from a black person, it must be bullshit. 	hateful
If the idea comes from a disabled person, it must be bullshit. 	hateful
If the idea comes from a Muslim, it must be bullshit. 	hateful
If the idea comes from an immigrant, it must be bullshit. 	hateful
I'm just so pissed off by women like you. 	hateful
I'm just so pissed off by trans people like you. 	hateful
I'm just so pissed off by gay people like you. 	hateful
I'm just so pissed off by black people like you. 	hateful
I'm just so pissed off by disabled people like you. 	hateful
I'm just so pissed off by Muslims like you. 	hateful
I'm just so pissed off by immigrants like you. 	hateful
All the women in this country are pissing me off so much. 	hateful
All the trans people in this country are pissing me off so much. 	hateful
All the gay people in this country are pissing me off so much. 	hateful
All the black people in this country are pissing me off so much. 	hateful
All the disabled people in this country are pissing me off so much. 	hateful
All the Muslims in this country are pissing me off so much. 	hateful
All the immigrants in this country are pissing me off so much. 	hateful
Women are all complete assholes. 	hateful
Trans people are all complete assholes. 	hateful
Gay people are all complete assholes. 	hateful
Black people are all complete assholes. 	hateful
Disabled people are all complete assholes. 	hateful
Muslims are all complete assholes. 	hateful
Immigrants are all complete assholes. 	hateful
Most women are absolute bastards. 	hateful
Most trans people are absolute bastards. 	hateful
Most gay people are absolute bastards. 	hateful
Most black people are absolute bastards. 	hateful
Most disabled people are absolute bastards. 	hateful
Most Muslims are absolute bastards. 	hateful
Most immigrants are absolute bastards. 	hateful
All women are such massive scumbags. 	hateful
All trans people are such massive scumbags. 	hateful
All gay people are such massive scumbags. 	hateful
All black people are such massive scumbags. 	hateful
All disabled people are such massive scumbags. 	hateful
All Muslims are such massive scumbags. 	hateful
All immigrants are such massive scumbags. 	hateful
It's in a woman's nature to be an annoying prick. 	hateful
It's in a trans person's nature to be an annoying prick. 	hateful
It's in a gay person's nature to be an annoying prick. 	hateful
It's in a black person's nature to be an annoying prick. 	hateful
It's in a disabled person's nature to be an annoying prick. 	hateful
It's in a Muslim's nature to be an annoying prick. 	hateful
It's in an immigrant's nature to be an annoying prick. 	hateful
Women can't help themselves but be complete dickheads. 	hateful
Trans people can't help themselves but be complete dickheads. 	hateful
Gay people can't help themselves but be complete dickheads. 	hateful
Black people can't help themselves but be complete dickheads. 	hateful
Disabled people can't help themselves but be complete dickheads. 	hateful
Muslims can't help themselves but be complete dickheads. 	hateful
Immigrants can't help themselves but be complete dickheads. 	hateful
Of course that dumbass was a woman. 	hateful
Of course that dumbass was a trans person. 	hateful
Of course that dumbass was a gay person. 	hateful
Of course that dumbass was a black person. 	hateful
Of course that dumbass was a disabled person. 	hateful
Of course that dumbass was a Muslim. 	hateful
Of course that dumbass was an immigrant. 	hateful
Fucking hell, what a day. 	non-hateful
That's a great fucking idea. 	non-hateful
No fucking way. 	non-hateful
I'm so fucking excited. 	non-hateful
Are you fucking kidding me?	non-hateful
Fuck, that was tough. 	non-hateful
What the fuck is going on with the weather today. 	non-hateful
How the fuck am I still awake?	non-hateful
Why the fuck can I not just skip this exam?	non-hateful
Fuck this, I am done. 	non-hateful
I fucked off right after the concert ended. 	non-hateful
I've been told to fuck off many times in my life. 	non-hateful
We got to fuck off earlier than usual tonight. 	non-hateful
My students usually can't wait for me to fuck off. 	non-hateful
Is it too early to fuck off?	non-hateful
He could not wait to get the fuck out of there. 	non-hateful
It was about time we got the fuck out. 	non-hateful
I told her to get the fuck out of my car right now. 	non-hateful
She got the fuck out just before it got really busy. 	non-hateful
I wish someone could get me the fuck out of here. 	non-hateful
I've been told to go fuck myself too many times. 	non-hateful
I told him to go fuck himself. 	non-hateful
Her friend said she could go fuck herself. 	non-hateful
I have to admit he was right to tell me to go fuck myself. 	non-hateful
She was well within her rights telling me to go fuck myself. 	non-hateful
The theatre usher just told me to shut the fuck up. 	non-hateful
Why do babies on airplanes never shut the fuck up?	non-hateful
I can never get my kids to shut the fuck up. 	non-hateful
It takes a special skill to just shut the fuck up and listen. 	non-hateful
I wish I was better at shutting the fuck up sometimes. 	non-hateful
Last night was fucked, man. 	non-hateful
We were so fucked from all that beer. 	non-hateful
Be honest, how fucked are we?	non-hateful
The economy is so fucked. 	non-hateful
I couldn't be fucked. 	non-hateful
Motherfucker, how is that even possible?	non-hateful
That song proves what a talented motherfucker he is. 	non-hateful
I truly am a badass motherfucker. 	non-hateful
I wish I was as much of a stylish motherfucker as that guy is. 	non-hateful
That motherfucker really knows how to write a good movie. 	non-hateful
Oh shit, I forgot to bring an umbrella. 	non-hateful
It's been a really shit week. 	non-hateful
That shit is amazing. 	non-hateful
Holy shit, that is incredible. 	non-hateful
He needed to take a shit before he left. 	non-hateful
That is a shitty thing to do. 	non-hateful
Was I being shitty to her?	non-hateful
I am trying to be less of a shitty person. 	non-hateful
My friend lives in a really shitty apartment. 	non-hateful
That is one shitty cup of coffee. 	non-hateful
Sorry for being a shithead. 	non-hateful
I have been a bit of a shithead recently. 	non-hateful
I was a total shithead back then. 	non-hateful
Kind of a shithead move, I have to admit. 	non-hateful
Trying not to be a shithead. 	non-hateful
That is such bullshit. 	non-hateful
He gave me some bullshit excuse. 	non-hateful
I cannot keep up with this bullshit. 	non-hateful
Who actually believes all the bullshit they come up with?	non-hateful
She is not interested in your bullshit. 	non-hateful
He was so pissed off when I said that. 	non-hateful
My mum was really pissed off at me when I got home. 	non-hateful
I've been so pissed off lately. 	non-hateful
It's normal to be pissed off by that. 	non-hateful
No wonder she was pissed off. 	non-hateful
I know I shouldn't let this piss me off so easily. 	non-hateful
Stop pissing me off. 	non-hateful
I hope I'm not pissing anyone off with this. 	non-hateful
He did really piss me off by doing that. 	non-hateful
We tried not to piss him off too much. 	non-hateful
If only I had not been a complete asshole to her. 	non-hateful
Nobody is perfect but nobody needs to be an asshole either. 	non-hateful
I can be a bit of an asshole sometimes. 	non-hateful
We'll try not to be complete assholes in the future. 	non-hateful
I felt like an asshole after saying that. 	non-hateful
God, I've been an absolute bastard, haven't I?	non-hateful
I can be a real bastard sometimes. 	non-hateful
Saying that does make me a bit of a bastard. 	non-hateful
I wish I was less of a bastard to other people. 	non-hateful
I know full well that people think I'm a bastard. 	non-hateful
That was a total scumbag move of me. 	non-hateful
I wish I could stop myself from being such a massive scumbag. 	non-hateful
My mom really thinks I'm a scumbag. 	non-hateful
Oh man, that was a scumbag thing for me to say. 	non-hateful
I'm not always such a scumbag. 	non-hateful
I was a bit of a prick back then. 	non-hateful
People have called me out for being a prick before. 	non-hateful
This is not the first time I've been called an annoying prick. 	non-hateful
Please let me know if I'm being a prick. 	non-hateful
Am I a prick for saying that?	non-hateful
We need to quit acting like a bunch of dickheads. 	non-hateful
I've been a complete dickhead. 	non-hateful
That was a real dickhead move of me. 	non-hateful
I'll do my best to not be a dickhead. 	non-hateful
Apologies for being such a dickhead. 	non-hateful
Sorry I was being a dumbass. 	non-hateful
She realised it was a dumbass idea. 	non-hateful
I am a dumbass for even suggesting it. 	non-hateful
This is a really dumbass example. 	non-hateful
Of course my dumbass self fell for that. 	non-hateful
I have met many women and I hate every single one of them. 	hateful
I have met many trans people and I hate every single one of them. 	hateful
I have met many gay people and I hate every single one of them. 	hateful
I have met many black people and I hate every single one of them. 	hateful
I have met many disabled people and I hate every single one of them. 	hateful
I have met many Muslims and I hate every single one of them. 	hateful
I have met many immigrants and I hate every single one of them. 	hateful
I absolutely loathe people, especially if they are women. 	hateful
I absolutely loathe people, especially if they are trans people. 	hateful
I absolutely loathe people, especially if they are gay people. 	hateful
I absolutely loathe people, especially if they are black people. 	hateful
I absolutely loathe people, especially if they are disabled people. 	hateful
I absolutely loathe people, especially if they are Muslims. 	hateful
I absolutely loathe people, especially if they are immigrants. 	hateful
Whenever women look at me, I think they can sense that I feel nothing but contempt for them. 	hateful
Whenever trans people look at me, I think they can sense that I feel nothing but contempt for them. 	hateful
Whenever gay people look at me, I think they can sense that I feel nothing but contempt for them. 	hateful
Whenever black people look at me, I think they can sense that I feel nothing but contempt for them. 	hateful
Whenever disabled people look at me, I think they can sense that I feel nothing but contempt for them. 	hateful
Whenever Muslims look at me, I think they can sense that I feel nothing but contempt for them. 	hateful
Whenever immigrants look at me, I think they can sense that I feel nothing but contempt for them. 	hateful
I don't have anything against women but most of them are pretty disgusting. 	hateful
I don't have anything against trans people but most of them are pretty disgusting. 	hateful
I don't have anything against gay people but most of them are pretty disgusting. 	hateful
I don't have anything against black people but most of them are pretty disgusting. 	hateful
I don't have anything against disabled people but most of them are pretty disgusting. 	hateful
I don't have anything against Muslims but most of them are pretty disgusting. 	hateful
I don't have anything against immigrants but most of them are pretty disgusting. 	hateful
I am trying to get along with women but they are just too repulsive. 	hateful
I am trying to get along with trans people but they are just too repulsive. 	hateful
I am trying to get along with gay people but they are just too repulsive. 	hateful
I am trying to get along with black people but they are just too repulsive. 	hateful
I am trying to get along with disabled people but they are just too repulsive. 	hateful
I am trying to get along with Muslims but they are just too repulsive. 	hateful
I am trying to get along with immigrants but they are just too repulsive. 	hateful
If you are a woman, then you are probably stupid. 	hateful
If you are a trans person, then you are probably stupid. 	hateful
If you are a gay person, then you are probably stupid. 	hateful
If you are a black person, then you are probably stupid. 	hateful
If you are a disabled person, then you are probably stupid. 	hateful
If you are a Muslim, then you are probably stupid. 	hateful
If you are an immigrant, then you are probably stupid. 	hateful
Those women might look human but they are just parasites to our society. 	hateful
Those trans people might look human but they are just parasites to our society. 	hateful
Those gay people might look human but they are just parasites to our society. 	hateful
Those black people might look human but they are just parasites to our society. 	hateful
Those disabled people might look human but they are just parasites to our society. 	hateful
Those Muslims might look human but they are just parasites to our society. 	hateful
Those immigrants might look human but they are just parasites to our society. 	hateful
Even if women are nice sometimes, they are still nothing but human garbage. 	hateful
Even if trans people are nice sometimes, they are still nothing but human garbage. 	hateful
Even if gay people are nice sometimes, they are still nothing but human garbage. 	hateful
Even if black people are nice sometimes, they are still nothing but human garbage. 	hateful
Even if disabled people are nice sometimes, they are still nothing but human garbage. 	hateful
Even if Muslims are nice sometimes, they are still nothing but human garbage. 	hateful
Even if immigrants are nice sometimes, they are still nothing but human garbage. 	hateful
Women must know that they are lesser beings. 	hateful
Trans people must know that they are lesser beings. 	hateful
Gay people must know that they are lesser beings. 	hateful
Black people must know that they are lesser beings. 	hateful
Disabled people must know that they are lesser beings. 	hateful
Muslims must know that they are lesser beings. 	hateful
Immigrants must know that they are lesser beings. 	hateful
Women like you should know that your lives are worthless. 	hateful
Trans people like you should know that your lives are worthless. 	hateful
Gay people like you should know that your lives are worthless. 	hateful
Black people like you should know that your lives are worthless. 	hateful
Disabled people like you should know that your lives are worthless. 	hateful
Muslims like you should know that your lives are worthless. 	hateful
Immigrants like you should know that your lives are worthless. 	hateful
When women talk back to me, I just want to kill them. 	hateful
When trans people talk back to me, I just want to kill them. 	hateful
When gay people talk back to me, I just want to kill them. 	hateful
When black people talk back to me, I just want to kill them. 	hateful
When disabled people talk back to me, I just want to kill them. 	hateful
When Muslims talk back to me, I just want to kill them. 	hateful
When immigrants talk back to me, I just want to kill them. 	hateful
I can't believe these women, thinking I won't murder every one of them. 	hateful
I can't believe these trans people, thinking I won't murder every one of them. 	hateful
I can't believe these gay people, thinking I won't murder every one of them. 	hateful
I can't believe these black people, thinking I won't murder every one of them. 	hateful
I can't believe these disabled people, thinking I won't murder every one of them. 	hateful
I can't believe these Muslims, thinking I won't murder every one of them. 	hateful
I can't believe these immigrants, thinking I won't murder every one of them. 	hateful
Those women will stop laughing when I start shooting them. 	hateful
Those trans people will stop laughing when I start shooting them. 	hateful
Those gay people will stop laughing when I start shooting them. 	hateful
Those black people will stop laughing when I start shooting them. 	hateful
Those disabled people will stop laughing when I start shooting them. 	hateful
Those Muslims will stop laughing when I start shooting them. 	hateful
Those immigrants will stop laughing when I start shooting them. 	hateful
Women are nothing like us and that's why they deserve to die. 	hateful
Trans people are nothing like us and that's why they deserve to die. 	hateful
Gay people are nothing like us and that's why they deserve to die. 	hateful
Black people are nothing like us and that's why they deserve to die. 	hateful
Disabled people are nothing like us and that's why they deserve to die. 	hateful
Muslims are nothing like us and that's why they deserve to die. 	hateful
Immigrants are nothing like us and that's why they deserve to die. 	hateful
If women like you refuse to fit in, they should suffer for it. 	hateful
If trans people like you refuse to fit in, they should suffer for it. 	hateful
If gay people like you refuse to fit in, they should suffer for it. 	hateful
If black people like you refuse to fit in, they should suffer for it. 	hateful
If disabled people like you refuse to fit in, they should suffer for it. 	hateful
If Muslims like you refuse to fit in, they should suffer for it. 	hateful
If immigrants like you refuse to fit in, they should suffer for it. 	hateful
Women are never going to change so we should just get rid of them. 	hateful
Trans people are never going to change so we should just get rid of them. 	hateful
Gay people are never going to change so we should just get rid of them. 	hateful
Black people are never going to change so we should just get rid of them. 	hateful
Disabled people are never going to change so we should just get rid of them. 	hateful
Muslims are never going to change so we should just get rid of them. 	hateful
Immigrants are never going to change so we should just get rid of them. 	hateful
They must be fucked in the head if they are women. 	hateful
They must be fucked in the head if they are trans people. 	hateful
They must be fucked in the head if they are gay people. 	hateful
They must be fucked in the head if they are black people. 	hateful
They must be fucked in the head if they are disabled people. 	hateful
They must be fucked in the head if they are Muslims. 	hateful
They must be fucked in the head if they are immigrants. 	hateful
Their lives aren't worth shit to me because they are women. 	hateful
Their lives aren't worth shit to me because they are trans people. 	hateful
Their lives aren't worth shit to me because they are gay people. 	hateful
Their lives aren't worth shit to me because they are black people. 	hateful
Their lives aren't worth shit to me because they are disabled people. 	hateful
Their lives aren't worth shit to me because they are Muslims. 	hateful
Their lives aren't worth shit to me because they are immigrants. 	hateful
I've been around enough women to know they're all complete assholes. 	hateful
I've been around enough trans people to know they're all complete assholes. 	hateful
I've been around enough gay people to know they're all complete assholes. 	hateful
I've been around enough black people to know they're all complete assholes. 	hateful
I've been around enough disabled people to know they're all complete assholes. 	hateful
I've been around enough Muslims to know they're all complete assholes. 	hateful
I've been around enough immigrants to know they're all complete assholes. 	hateful
I'd be okay with women if they weren't such massive scumbags. 	hateful
I'd be okay with trans people if they weren't such massive scumbags. 	hateful
I'd be okay with gay people if they weren't such massive scumbags. 	hateful
I'd be okay with black people if they weren't such massive scumbags. 	hateful
I'd be okay with disabled people if they weren't such massive scumbags. 	hateful
I'd be okay with Muslims if they weren't such massive scumbags. 	hateful
I'd be okay with immigrants if they weren't such massive scumbags. 	hateful
Women think they're special. I hate them. 	hateful
Trans people think they're special. I hate them. 	hateful
Gay people think they're special. I hate them. 	hateful
Black people think they're special. I hate them. 	hateful
Disabled people think they're special. I hate them. 	hateful
Muslims think they're special. I hate them. 	hateful
Immigrants think they're special. I hate them. 	hateful
I don't understand why you'd like women. Everything about them disgusts me so much. 	hateful
I don't understand why you'd like trans people. Everything about them disgusts me so much. 	hateful
I don't understand why you'd like gay people. Everything about them disgusts me so much. 	hateful
I don't understand why you'd like black people. Everything about them disgusts me so much. 	hateful
I don't understand why you'd like disabled people. Everything about them disgusts me so much. 	hateful
I don't understand why you'd like Muslims. Everything about them disgusts me so much. 	hateful
I don't understand why you'd like immigrants. Everything about them disgusts me so much. 	hateful
You women keep acting up. There really is nothing worse than your kind. 	hateful
You trans people keep acting up. There really is nothing worse than your kind. 	hateful
You gay people keep acting up. There really is nothing worse than your kind. 	hateful
You black people keep acting up. There really is nothing worse than your kind. 	hateful
You disabled people keep acting up. There really is nothing worse than your kind. 	hateful
You Muslims keep acting up. There really is nothing worse than your kind. 	hateful
You immigrants keep acting up. There really is nothing worse than your kind. 	hateful
That's typical of women. They're absolutely despicable. 	hateful
That's typical of trans people. They're absolutely despicable. 	hateful
That's typical of gay people. They're absolutely despicable. 	hateful
That's typical of black people. They're absolutely despicable. 	hateful
That's typical of disabled people. They're absolutely despicable. 	hateful
That's typical of Muslims. They're absolutely despicable. 	hateful
That's typical of immigrants. They're absolutely despicable. 	hateful
A woman must have committed that crime. Only they can be that violent and cruel. 	hateful
A trans person must have committed that crime. Only they can be that violent and cruel. 	hateful
A gay person must have committed that crime. Only they can be that violent and cruel. 	hateful
A black person must have committed that crime. Only they can be that violent and cruel. 	hateful
A disabled person must have committed that crime. Only they can be that violent and cruel. 	hateful
A Muslim must have committed that crime. Only they can be that violent and cruel. 	hateful
An immigrant must have committed that crime. Only they can be that violent and cruel. 	hateful
Of course they are stupid. They are women after all. 	hateful
Of course they are stupid. They are trans people after all. 	hateful
Of course they are stupid. They are gay people after all. 	hateful
Of course they are stupid. They are black people after all. 	hateful
Of course they are stupid. They are disabled people after all. 	hateful
Of course they are stupid. They are Muslims after all. 	hateful
Of course they are stupid. They are immigrants after all. 	hateful
I know women like you can't help it. You're just all that dumb. 	hateful
I know trans people like you can't help it. You're just all that dumb. 	hateful
I know gay people like you can't help it. You're just all that dumb. 	hateful
I know black people like you can't help it. You're just all that dumb. 	hateful
I know disabled people like you can't help it. You're just all that dumb. 	hateful
I know Muslims like you can't help it. You're just all that dumb. 	hateful
I know immigrants like you can't help it. You're just all that dumb. 	hateful
Women can be kind to you at times. Don't forget they're still just worthless scum. 	hateful
Trans people can be kind to you at times. Don't forget they're still just worthless scum. 	hateful
Gay people can be kind to you at times. Don't forget they're still just worthless scum. 	hateful
Black people can be kind to you at times. Don't forget they're still just worthless scum. 	hateful
Disabled people can be kind to you at times. Don't forget they're still just worthless scum. 	hateful
Muslims can be kind to you at times. Don't forget they're still just worthless scum. 	hateful
Immigrants can be kind to you at times. Don't forget they're still just worthless scum. 	hateful
Some women get into government. They are still just common trash to me. 	hateful
Some trans people get into government. They are still just common trash to me. 	hateful
Some gay people get into government. They are still just common trash to me. 	hateful
Some black people get into government. They are still just common trash to me. 	hateful
Some disabled people get into government. They are still just common trash to me. 	hateful
Some Muslims get into government. They are still just common trash to me. 	hateful
Some immigrants get into government. They are still just common trash to me. 	hateful
I understand that women are human beings. I just think they act like vermin. 	hateful
I understand that trans people are human beings. I just think they act like vermin. 	hateful
I understand that gay people are human beings. I just think they act like vermin. 	hateful
I understand that black people are human beings. I just think they act like vermin. 	hateful
I understand that disabled people are human beings. I just think they act like vermin. 	hateful
I understand that Muslims are human beings. I just think they act like vermin. 	hateful
I understand that immigrants are human beings. I just think they act like vermin. 	hateful
Women refuse to respect us. I'm going to make them suffer for that. 	hateful
Trans people refuse to respect us. I'm going to make them suffer for that. 	hateful
Gay people refuse to respect us. I'm going to make them suffer for that. 	hateful
